,seed,d,method,v,source_tree_size,target_tree_size,k,m_0,rmse,mae
42,12,5,LSTransferTreeBoost,0.05,2,1,0.05,0.5,1.5324112396298375,1.2157332054083936
43,12,5,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.5233042609095844,1.2094928094013795
44,12,5,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.4162499229335481,1.102631352921876
45,12,5,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.4410409212974093,1.1129335537582463
46,12,5,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.4415308782789718,1.1202588607275068
47,12,5,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.4472659366909657,1.1201445806883767
48,12,5,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.5228757490249245,1.2154973383135435
49,12,5,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.4682670771557433,1.1671357918940812
50,12,5,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.5273019337519316,1.2091904751214206
51,12,5,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.598525149672756,1.2746211490118744
52,12,5,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.4596815359198825,1.1367723168483204
53,12,5,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.4470788625723425,1.1104615150169803
54,12,5,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.456148199907959,1.1283165243909756
55,12,5,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.4291312211036167,1.1128729398892283
56,12,5,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.5577971529933583,1.2421429794175216
57,12,5,LSTransferTreeBoost,0.1,2,1,0.01,0.9,1.5076074653816816,1.198620773166711
58,12,5,LSTransferTreeBoost,0.1,2,1,0.05,0.5,1.4864454975947703,1.1740486624065192
59,12,5,LSTransferTreeBoost,0.1,2,1,0.05,0.9,1.5214387541317616,1.2131832457738037
60,12,5,LSTransferTreeBoost,0.1,2,2,0.01,0.5,1.4281581891697375,1.1112530793298612
61,12,5,LSTransferTreeBoost,0.1,2,2,0.01,0.9,1.4106767027727884,1.0835290512055555
62,12,5,LSTransferTreeBoost,0.1,2,2,0.05,0.5,1.4486979243919123,1.1270236342397681
63,12,5,LSTransferTreeBoost,0.1,2,2,0.05,0.9,1.4354802828250843,1.1102665562784737
64,13,5,LSTransferTreeBoost,0.05,1,1,0.01,0.5,1.3400918563164468,1.0590141113499718
65,13,5,LSTransferTreeBoost,0.05,1,1,0.01,0.9,1.376602069888331,1.0820899764001506
66,13,5,LSTransferTreeBoost,0.05,1,1,0.05,0.5,1.356821505728911,1.0685953355816056
67,13,5,LSTransferTreeBoost,0.05,1,1,0.05,0.9,1.3864895224179086,1.0887034004038414
68,13,5,LSTransferTreeBoost,0.05,1,2,0.01,0.5,1.4634852546517134,1.1448887385372486
69,13,5,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.4598403421562884,1.1463378901389318
70,13,5,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.4756557800319272,1.1576501541993336
71,13,5,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.4676512472289127,1.1514324646415113
72,13,5,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.340091856316447,1.0590141113499718
73,13,5,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.376602069888331,1.0820899764001506
74,13,5,LSTransferTreeBoost,0.05,2,1,0.05,0.5,1.3568215057289112,1.0685953355816056
75,13,5,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.3864895224179088,1.0887034004038416
76,13,5,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.4634852546517132,1.1448887385372488
77,13,5,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.4598403421562884,1.1463378901389318
78,13,5,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.4756557800319279,1.157650154199334
79,13,5,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.4676512472289132,1.1514324646415117
80,13,5,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.3345393637223149,1.0536420914324303
81,13,5,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.3347818037210837,1.0558726142040822
82,13,5,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.343560403894421,1.064203190611411
83,13,5,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.3570677662442667,1.0676311215848036
84,13,5,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.43450702390629,1.1307143939919804
85,13,5,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.4491676365924873,1.1331558268109048
86,13,5,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.4910527263835296,1.167305181330126
87,13,5,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.4772607264170585,1.1596953956707592
88,13,5,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.334539363722315,1.0536420914324305
89,13,5,LSTransferTreeBoost,0.1,2,1,0.01,0.9,1.334781803721084,1.0558726142040824
90,13,5,LSTransferTreeBoost,0.1,2,1,0.05,0.5,1.3435604038944207,1.0642031906114109
91,13,5,LSTransferTreeBoost,0.1,2,1,0.05,0.9,1.3570677662442667,1.0676311215848036
92,13,5,LSTransferTreeBoost,0.1,2,2,0.01,0.5,1.4345070239062903,1.1307143939919806
93,13,5,LSTransferTreeBoost,0.1,2,2,0.01,0.9,1.4491676365924873,1.1331558268109045
94,13,5,LSTransferTreeBoost,0.1,2,2,0.05,0.5,1.4910527263835298,1.1673051813301263
95,13,5,LSTransferTreeBoost,0.1,2,2,0.05,0.9,1.4772607264170579,1.1596953956707587
96,14,5,LSTransferTreeBoost,0.05,1,1,0.01,0.5,1.3315730854116707,1.0527743939523493
97,14,5,LSTransferTreeBoost,0.05,1,1,0.01,0.9,1.335041343762104,1.0585364393471468
98,14,5,LSTransferTreeBoost,0.05,1,1,0.05,0.5,1.3122847193332612,1.0324612650809863
99,14,5,LSTransferTreeBoost,0.05,1,1,0.05,0.9,1.3320644237151422,1.0485184559230087
100,14,5,LSTransferTreeBoost,0.05,1,2,0.01,0.5,1.2680967825789948,0.9998848363461286
101,14,5,LSTransferTreeBoost,0.05,1,2,0.01,0.9,1.2341571833284681,0.97303187985565
102,14,5,LSTransferTreeBoost,0.05,1,2,0.05,0.5,1.3158361542930723,1.0318280831337139
103,14,5,LSTransferTreeBoost,0.05,1,2,0.05,0.9,1.2831287189088771,1.0113742238699117
104,14,5,LSTransferTreeBoost,0.05,2,1,0.01,0.5,1.294822620871153,1.0199879263979925
105,14,5,LSTransferTreeBoost,0.05,2,1,0.01,0.9,1.3094981844716602,1.0348328554166413
106,14,5,LSTransferTreeBoost,0.05,2,1,0.05,0.5,1.2871787704334254,1.0139683159271708
107,14,5,LSTransferTreeBoost,0.05,2,1,0.05,0.9,1.2986541613952196,1.021142200712543
108,14,5,LSTransferTreeBoost,0.05,2,2,0.01,0.5,1.2392414894784376,0.9684805956013308
109,14,5,LSTransferTreeBoost,0.05,2,2,0.01,0.9,1.2361720435306904,0.9696288162520255
110,14,5,LSTransferTreeBoost,0.05,2,2,0.05,0.5,1.2432751654679268,0.9769373272371683
111,14,5,LSTransferTreeBoost,0.05,2,2,0.05,0.9,1.2451964701350466,0.970643749265836
112,14,5,LSTransferTreeBoost,0.1,1,1,0.01,0.5,1.3290375291113918,1.0523053598012024
113,14,5,LSTransferTreeBoost,0.1,1,1,0.01,0.9,1.2831334066809619,1.0204332336441766
114,14,5,LSTransferTreeBoost,0.1,1,1,0.05,0.5,1.3346254584801582,1.0529273223480784
115,14,5,LSTransferTreeBoost,0.1,1,1,0.05,0.9,1.3059267923388045,1.0355235487851187
116,14,5,LSTransferTreeBoost,0.1,1,2,0.01,0.5,1.215652365154302,0.9560049588356666
117,14,5,LSTransferTreeBoost,0.1,1,2,0.01,0.9,1.2743247424865183,1.0006601356169929
118,14,5,LSTransferTreeBoost,0.1,1,2,0.05,0.5,1.3084631441067744,1.0356068889818961
119,14,5,LSTransferTreeBoost,0.1,1,2,0.05,0.9,1.2541324724257674,0.9870129246510941
120,14,5,LSTransferTreeBoost,0.1,2,1,0.01,0.5,1.2458186457141611,0.9834719126894091
121,14,5,LSTransferTreeBoost,0.1,2,1,0.01,0.9,1.223606137120149,0.9603261654910497
122,14,5,LSTransferTreeBoost,0.1,2,1,0.05,0.5,1.294113822955182,1.018690826184072
123,14,5,LSTransferTreeBoost,0.1,2,1,0.05,0.9,1.3113662507528498,1.0352380166716768
124,14,5,LSTransferTreeBoost,0.1,2,2,0.01,0.5,1.2352858997237348,0.9649533069066364
125,14,5,LSTransferTreeBoost,0.1,2,2,0.01,0.9,1.2084276950946333,0.9495512809028276
126,14,5,LSTransferTreeBoost,0.1,2,2,0.05,0.5,1.2558952746128367,0.9870268261857671
127,14,5,LSTransferTreeBoost,0.1,2,2,0.05,0.9,1.2452644259259846,0.9787259549650251
