,seed,d,v,target_tree_size,val_rmse,val_mae,rmse,mae
0,930.0,1.0,0.05,1.0,0.9458930109846234,0.745994404119773,0.961688853579793,0.7683262988400809
1,930.0,1.0,0.05,2.0,0.6893522555103617,0.5476059206483596,0.7084509766976518,0.5727623238532182
2,930.0,1.0,0.05,3.0,0.7102003916202052,0.5534247802427095,0.729865442934609,0.572078305880822
3,930.0,1.0,0.05,4.0,0.8366774107790563,0.6542644278247344,0.827004372476994,0.6438401875263495
4,930.0,1.0,0.05,5.0,0.9454432030364973,0.7391587075656388,0.9509279870298438,0.7310554307856021
5,930.0,1.0,0.05,6.0,1.1149888370615615,0.8661069596777187,1.1034457251391891,0.8600836126262819
6,930.0,1.0,0.05,7.0,1.280897872979021,1.0147679265672256,1.2813532221267494,1.0052703582610836
7,930.0,1.0,0.075,1.0,0.9472345685887231,0.7491445200357221,0.9659045614221062,0.7739733920906496
8,930.0,1.0,0.075,2.0,0.6791137602823043,0.5379607829163467,0.6963723126979217,0.5550108542311043
9,930.0,1.0,0.075,3.0,0.7076611191813318,0.5543452768745497,0.7370959998716031,0.5781917917019846
10,930.0,1.0,0.075,4.0,0.8159512611767453,0.6429658130259441,0.8127763483231311,0.6347023022906539
11,930.0,1.0,0.075,5.0,0.9471145897570048,0.7395742436406024,0.9569888646306778,0.7342389479768269
12,930.0,1.0,0.075,6.0,1.0998645554956736,0.8563415175287614,1.084070302751137,0.8363963589310821
13,930.0,1.0,0.075,7.0,1.2867795994397948,1.019434804203791,1.2684627636232604,0.991752254361807
14,930.0,1.0,0.1,1.0,0.9395060951394923,0.741961205555214,0.9529664102011819,0.7605622124481639
15,930.0,1.0,0.1,2.0,0.7297594498569788,0.5757005899146885,0.7501983607678904,0.6011987840884175
16,930.0,1.0,0.1,3.0,0.7429039252483246,0.5762753828031428,0.7791983980025415,0.6164260916803581
17,930.0,1.0,0.1,4.0,0.8604479965475779,0.6728399320694102,0.8340151444956408,0.6576690585742271
18,930.0,1.0,0.1,5.0,0.9558644029905994,0.7443651284518712,0.9246087332788736,0.7203872946041251
19,930.0,1.0,0.1,6.0,1.1628659956521155,0.910226218360586,1.135723165446225,0.887794149128374
20,930.0,1.0,0.1,7.0,1.2618881924889134,0.9886416466122285,1.219056348708756,0.9448249420879428
21,930.0,1.0,0.125,1.0,0.9438615342404728,0.7480102591101977,0.9608650150894944,0.7693417971526251
22,930.0,1.0,0.125,2.0,0.6539177026010844,0.5234711049516875,0.6481412886033906,0.5202629670707805
23,930.0,1.0,0.125,3.0,0.7150768486110861,0.5549915315113492,0.7330852042022643,0.5766024377435488
24,930.0,1.0,0.125,4.0,0.8620196705507371,0.6702819455745641,0.8426054533759533,0.6560510727024613
25,930.0,1.0,0.125,5.0,0.9893363662988787,0.7693080697276501,1.0020025314462215,0.7885283131039662
26,930.0,1.0,0.125,6.0,1.1070259614686457,0.8620261772767221,1.117978866752024,0.8659495917824578
27,930.0,1.0,0.125,7.0,1.25913452548706,0.9841783050279681,1.2514903075246175,0.9666343335559135
28,930.0,1.0,0.15,1.0,0.9336089516839886,0.7368703707293661,0.9527362556250331,0.7595187543727385
29,930.0,1.0,0.15,2.0,0.6766423683128631,0.5401293936588856,0.696556487254828,0.5552746691153219
30,930.0,1.0,0.15,3.0,0.6818476565775046,0.5416935243786595,0.7190245633997666,0.5638492309046887
31,930.0,1.0,0.15,4.0,0.8477983315118486,0.6624648020064277,0.8369998036065399,0.6587791065321792
32,930.0,1.0,0.15,5.0,0.9482418670499259,0.7385333573942443,0.9357805202795599,0.7261034917564603
33,930.0,1.0,0.15,6.0,1.118099732251709,0.8608962068064439,1.1050876084843257,0.8542152950762179
34,930.0,1.0,0.15,7.0,1.26717293719436,1.0035539995214826,1.246938098450731,0.9840741121261817
35,930.0,1.0,0.175,1.0,0.936118865487227,0.7380717369294018,0.9538620458939339,0.7605720990602056
36,930.0,1.0,0.175,2.0,0.6664229981401879,0.5314031872401523,0.6608950001762579,0.5238733527721431
37,930.0,1.0,0.175,3.0,0.7338810096791394,0.5731956814125772,0.7601507294504327,0.5986170499855621
38,930.0,1.0,0.175,4.0,0.8952665772196801,0.7130684767205789,0.8744675980691162,0.689011906280184
39,930.0,1.0,0.175,5.0,1.007908062311204,0.7922535821183674,1.0039423304534298,0.7919431094061117
40,930.0,1.0,0.175,6.0,1.1035171457864033,0.857036269665997,1.0649614927245483,0.8235489984640924
41,930.0,1.0,0.175,7.0,1.2178794586851727,0.9430404816834167,1.2086668744331805,0.934778837545489
42,930.0,1.0,0.2,1.0,0.9852431527321117,0.7797557422799583,1.0016422804120704,0.8035990784376177
43,930.0,1.0,0.2,2.0,0.7225738236193028,0.57491716298249,0.7491268992003728,0.5935145121705082
44,930.0,1.0,0.2,3.0,0.7284057526462647,0.5746605935113364,0.7353844892683574,0.5799750809063652
